Title	Authors
RampWatch: An In-the-Wild Dataset and Text-Guided Detection Framework for Recreational Vessels	Malik Muhammad Asim , Claire Smallwood , Abdullah Tariq , Johnny Lo , Syed Zulqarnain Gilani
AnyAnomaly: Zero-Shot Customizable Video Anomaly Detection with LVLM	Sunghyun Ahn , Youngwan Jo , Kijung Lee , Sein Kwon , Inpyo Hong , Sanghyun Park
STARS: Self-supervised Tuning for 3D Action Recognition in Skeleton Sequences	Soroush Mehraban , Javad Rajabi , Andrea Iaboni , Babak Taati
ObjectMeshDeform : Towards recovering precise 3D geometry of real objects via image-guided mesh deformation of 3D generative priors	Siddharth Katageri , SANJANA SINHA , Sourav Ghosh , Soumyadip Maity , Brojeshwar Bhowmick
PADM: A Physics-aware Diffusion Model for Attenuation Correction	Trung Pham , Hoang Vu , Anh Chu , Dac Thai Nguyen , Trung Thanh Nguyen , THAO TRUONG TRUONG , Mai Son , Thanh Nguyen , Phi Le Nguyen
Language Integration in Fine-Tuning Multimodal Large Language Models for Image-Based Regression	Roy Jennings , Genady Paikin , Roy Shaul , Evgeny Soloveichik
D2Mamba: Dual Domain Guided Informed Search in State Space Model for Underwater Image Enhancement	Alik Pramanick , Soumajit Roy , ARIJIT SUR
TopoRec: Point Cloud Recognition Using Topological Data Analysis	Anirban Ghosh , Iliya Kulbaka , Ian Dahlin , Ayan Dutta
AdaptViG: Adaptive Vision GNN with Exponential Decay Gating	Mustafa Munir , Mostafijur Rahman , Radu Marculescu
DynaGSLAM: Real-Time Gaussian-Splatting SLAM for Online Rendering, Tracking, Motion Predictions of Moving Objects in Dynamic Scenes	Runfa Li , Mahdi Shaghaghi , Keito Suzuki , Xinshuang Liu , Varun Moparthi , Bang Du , Walker Curtis , Martin Renschler , Ki Myung Brian Lee , Nikolay Atanasov , Truong Nguyen
Towards High-Fidelity, Identity-Preserving Real-Time Makeup Transfer: Decoupling Style Generation	Kin Chau Lydia Chau , Zhi Yu , Ruowei Jiang
SD-CSFL: A Synthetic Data-Driven Conformity Scoring Framework for Robust Federated Learning	Ebtisaam Alharbi , Abdulrahman Kerim , Leandro Soriano Marcolino , Qiang Ni
AirLock+: Scaling UAV-to-Satellite Image Registration for Target Geolocalization and Geospatial Augmented Reality	Zhiyun Deng , Austin Case , Luis Sentis
Gaussian Swaying: Surface-Based Framework for Aerodynamic Simulation with 3D Gaussians	Hongru Yan , Xiang Zhang , Zeyuan Chen , Fangyin Wei , Zhuowen Tu
Overcoming Fine-Grained Visual Challenges in Animal Re-Identification via Semantic Feature Alignment	Yihao Wu , Di Zhao , Yuzhuo Li , Matthew Alajas , Alistair Glen , Jingfeng Zhang , Gillian Dobbie , Daniel Wilson , Yun Sing Koh
UniDiff: Parameter-Efficient Adaptation of Diffusion Models for Land Cover Classification with Multi-Modal Remotely Sensed Imagery and Sparse Annotations	Yuzhen Hu , Saurabh Prasad
Zero-LEAD: Source-Free Universal Domain Adaptation for Abdominal Multi-Organ Segmentation	Ahmed El-Sayed , Marwan Torki
Overcoming Small Data Limitations in Video-Based Infant Respiration Estimation	Liyang Song , Hardik Bishnoi , Sai Manne , Sarah Ostadabbas , Briana Taylor , Michael Wan
SUGAR: A Sweeter Spot for Generative Unlearning of Many Identities	Dung Nguyen , Quang Nguyen , Preston Robinette , Eli Jiang , Taylor Johnson , Kevin Leach
One-shot Portrait Stylizaiton via Geometric Alignment	Xinrui Wang , Zilin Guo , Zhuoru Li , Jinze Yu , Heng Zhang , Yusuke Iwasawa , Yutaka Matsuo , Jiaxian Guo
RobuMTL: Enhancing Multi-Task Learning Robustness Against Weather Conditions	Tasneem Shaffee , Sherief Reda
Graph-Based Spectral Attention with Multi-Spectral Images for Illuminant Estimation	Dong-Hoon Kang , Seung-Yeop Baek , Jong-Ok Kim
BoxSplitGen: A Generative Model for 3D Part Bounding Boxes in Varying Granularity	Juil Koo , Wei-Tung Lin , Chanho Park , Chanhyeok Park , Minhyuk Sung
AD2: Analysis and Detection of Adversarial Threats in Visual Perception for End-to-End Autonomous Driving Systems	Ishan Sahu , Somnath Hazra , Somak Aditya , Soumyajit Dey
LASOR: Towards Clinically Transparent and Explainable Ophthalmic Report Generation via Lesion-Aware Segmentation	Jian Park , Hyunseon Won , JeeEun Kim , JOON HWANG , Jeong Han , Ji Park , Daniel Hwang , Jinyoung Han
Can We Challenge Open-Vocabulary Object Detectors with Generated Content in Street Scenes?	Annika Mütze , Sadia Ilyas , Christian Dörpelkus , Matthias Rottmann
SOAF: Scene Occlusion-aware Neural Acoustic Field	Huiyu Gao , Jiahao Ma , David Ahmedt-Aristizabal , Chuong Nguyen , Miaomiao Liu
SOPHY: Generating Simulation-Ready Objects with Physical Materials	Junyi Cao , Evangelos Kalogerakis
Diversity Preserving Coresets for Image Quality Assessment	Arpita Nema , Hanwei Zhu , Xi Zhang , Weisi Lin
SeaClips: A Video Dataset for Maritime Object Detection.	Franziska Denk , Christian Rankl , Shaban ALMOUAHED , David Moser , Robert Sablatnig
Tables Decoded: DELTA for Structure, TARQA for Understanding	Jahanvi Rajput , Dhruv Kudale , Saikiran Kasturi , Utkarsh Verma , Ganesh Ramakrishnan
DREAM: Dynamic Prompts and GuidedMix for Efficient Continual Adaptation of Visual-Language Models	Evelyn Chee , Mong-Li Lee , Wynne Hsu
Blur2Sharp: Human Novel Pose and View Synthesis with Generative Prior Refinement	Chia Lai , I-Hsuan Lo , Yen-Ku Yeh , Thanh-Nguyen Truong , Ching-Chun Huang
DATTA: Domain-Adversarial Test-Time Adaptation for Cross-Domain WiFi-Based Human Activity Recognition	Julian Strohmayer , Rafael Sterzinger , Matthias Wödlinger , Martin Kampel
CLIP-IT: CLIP-based Pairing of Histology Images with Privileged Textual Information	Banafsheh Karimian , Giulia Avanzato , Soufiane Belharbi , Alexis Guichemerre , Luke McCaffrey , Mohammadhadi Shateri , Eric Granger
Exploiting Label-Independent Regularization from Spatial Patterns for Whole Slide Image Analysis	Weiyi Wu , Xinwen Xu , Chongyang Gao , Xingjian Diao , Siting Li , Jiang Gui
Crafting Descriptive Information for a Zero-shot Method to Improve Knowledge-Based Visual Question Answering Performance	Mohammad Moradi , Sudhir Mudur
GorillaWatch: An Automated System for In-the-Wild Gorilla Re-Identification and Population Monitoring	Maximilian Schall , Felix Knöfel , Noah König , Jan Kubeler , Maximilian von Klinski , Joan Linnemann , Xiaoshi Liu , Iven Schlegelmilch , Ole Woyciniuk , Alexandra Schild , Dante Wasmuht , Magdalena Bermejo Espinet , Germán Illera Basas , Gerard de Melo
From Few-Shot to Zero-Shot Pallet Load Recognition: A Deployed Embedding-Based Vision System for Industrial Logistics	Juan Jesús Losada del Olmo , Emilio Ballesteros , Pedro Lopez-de-Teruel , Alberto Ruiz
SaccadeX: Directed Acyclic Graph-based Semi-Supervised Learning of Continuous Ocular Dynamics from Sparse Neuromorphic Streams	Nuwan Bandara , Thivya Kandappu , Archan Misra
See, Think, Learn: A Self-Taught Multimodal Reasoner	Sourabh Sharma , Sonam Gupta , Sadbhawna Thakur
PVeRA: Probabilistic Vector-Based Random Matrix Adaptation	Leo Fillioux , Enzo Ferrante , Paul-Henry Cournède , Maria Vakalopoulou , Stergios Christodoulidis
Non-Aligned Reference Image Quality Assessment for Novel View Synthesis	Abhijay Ghildyal , Rajesh Sureddi , Nabajeet Barman , Saman Zadtootaghaj , Alan Bovik
View-aware Cross-modal Distillation for Multi-view Action Recognition	Trung Thanh Nguyen , Yasutomo Kawanishi , Vijay John , Takahiro Komamizu , Ichiro Ide
Beyond Real Weights: Hypercomplex Representations for Stable Quantization	Jawad Ibn Ahad , Maisha Rahman , Amrijit Biswas , Muhammad Kabir , Robin Krambroeckers , Sifat Momen , Nabeel Mohammed , Shafin Rahman
Power of Boundary and Reflection: Semantic Transparent Object Segmentation using Pyramid Vision Transformer with Transparent Cues	Tuan-Anh Vu , Nguyen Hai , Ziqiang Zheng , Binh-Son Hua , Qing Guo , Ivor Tsang , Sai-Kit Yeung
QAL : A Loss for Recall–Precision Balance in 3D Reconstruction	Pranay Meshram , Yash Turkar , kartikeya singh , Praveen Raj Masilamani , Charuvahan Adhivarahan , Karthik Dantu
Efficient Text-Guided Convolutional Adapter for the Diffusion Model	Aryan Das , Koushik Biswas , Swalpa Roy , Badri Patro , Vinay Verma
ClusterMine: Robust Label-Free Visual Out-Of-Distribution Detection via Concept Mining from Text Corpora	Nikolaos Adaloglou , Diana Petrusheva , Mohamed Asker , Felix Michels , Markus Kollmann
Digital Forensic AI You Can Explain: A Case Study on Video Source Camera Identification	Maryna Veksler , Kemal Akkaya , Selcuk Uluagac
Confidence Through Parallel Attention for Depth and Uncertainty Estimation in Dynamic Environments	Onkar Susladkar , Rohit Pawar , Chirag Sehgal , Samaksh Ujjawal , Sparsh Mittal
TED-4DGS: Temporally Activated and Embedding-based Deformation for 4DGS Compression	Cheng-Yuan Ho , He-Bi Yang , Jui-Chiu Chiang , Yu-Lun Liu , Wen-Hsiao Peng
Improvise, Adapt, Overcome — Telescopic Adapters for Efficient fine-tuning of Vision Language Models in Medical Imaging	Ujjwal Mishra , VINITA SHUKLA , Praful Hambarde , Amit Shukla
FedEFC: Federated Learning Using Enhanced Forward Correction Against Noisy Labels	Seunghun Yu , Jin-Hyun Ahn , Joonhyuk Kang
Analysis of Text Accuracy and Visual Alignment in Vision-Language Models for Artistic Text Generation	Fatima Alderazi , Motaz Alfarraj
MoSCo: Real-time and Efficient Text-to-Motion Synthesis via Delta Training	Zhiyuan Zhang , Lingqiao Liu
GDoFS: Gaussian DoF Separation for Plausible 3D Geometry in Sparse-View 3DGS	Yongsung Kim , Jooyoung Choi , Sungroh Yoon
DexAvatar: 3D Sign Language Reconstruction with Hand and Body Pose Priors	Kaustubh Kundu , Hrishav Barua , Lucy Robertson-Bell , Zhixi Cai , Kalin Stefanov
Feature-Disentangling RGB-NIR Fusion Network for Remote Driver Physiological Measurement	Tayssir Bouraffa , Ziyuan Wang , Daniel Strüber
WiSE-OD: Benchmarking Robustness in Infrared Object Detection	Heitor Medeiros , ATIF BELAL , Masih Aminbeidokhti , Eric Granger , Marco Pedersoli
Gated Temporal Fusion Transformers for Robust Multi-Object Tracking	Jinho Kim , Kuk-Jin Yoon
WALDO: Where Unseen Model-based 6D Pose Estimation Meets Occlusion	Sajjad Pakdamansavoji , Yintao Ma , Amir Rasouli , TONGTONG CAO
Feedback Alignment Meets Low-Rank Manifolds: A Structured Recipe for Local Learning	Arani Roy , Marco P. E. Apolinario , Shristi Biswas Biswas , Kaushik Roy
Learning Beyond Labels: Self-Supervised Handwritten Text Recognition	Shree Mitra , Ajoy Mondal , Jawahar CV
FLoMo-Net: A Novel Task-Adaptive Mixture of Experts Routing Framework with Frequency and Uncertainty Correction for Medical Image Segmentation	Md Rayhan Ahmed , Patricia Lasserre
VISTA: A Vision and Intent-Aware Social Attention Framework for Multi-Agent Trajectory Prediction	Stephane Da Silva Martins , Emanuel Aldea , Sylvie Le Hégarat-Mascle
Orca: Object Recognition and Comprehension for Archiving Marine Species	Yuk Kwan Wong , Liang Haixin , Zeyu Ma , Yiwei Chen , Ziqiang Zheng , Rinaldi Gotama , Pascal Sebastian , Lauren Sparks , Sai-Kit Yeung
GaussianHeadTalk: Wobble-Free 3D Talking Heads with Audio Driven Gaussian Splatting	Madhav Agarwal , Mingtian Zhang , Laura Sevilla-Lara , Steven McDonagh
VOCAL: Visual Odometry via ContrAstive Learning	Chi-Yao Huang , Zeel Bhatt , “YZ” Yezhou Yang
Pretraining Helps When Capacity Allows: Evidence from Ultra-Small ConvNets	Srikanth Muralidharan , Heitor Medeiros , Masih Aminbeidokhti , Eric Granger , Marco Pedersoli
Intra-Class Probabilistic Embeddings for Uncertainty Estimation in Vision-Language Models	Zhenxiang Lin , Maryam Haghighat , Will Browne , Dimity Miller
Do generative video models understand physical principles?	Saman Motamed , Laura Culp , Kevin Swersky , Priyank Jaini , Robert Geirhos
RAT4D: Rig and Animate Objects without Surface Templates in 4D	Mosam Dabhi , Simon Lucey , Laszlo Jeni
Mitigating Backdoor Attacks via Trigger Reconstruction and Model Hardening	Guanhong Tao , Siyuan Cheng , Guangyu Shen , Yingqi Liu , Shengwei An , ZHUO ZHANG , Zhenting Wang , Hanxi Guo , Xiangyu Zhang
Divide and Refine: Enhancing Multimodal Representation and Explainability for Emotion Recognition in Conversation	Tuan Mai , Cam-Van Thi Nguyen , Duc-Trong Le
SSplain: Sparse and Smooth Explainer for Retinopathy of Prematurity Classification	Elifnur Sunger , Tales Imbiriba , J. Campbell , Deniz Erdogmus , Stratis Ioannidis , Jennifer Dy
Broadcast2Pitch: Game State Reconstruction from Unconstrained Soccer Videos	Yin May Oo , Yewon Hwang , Muhammad Robbani , VANYI CHAO , Ankhzaya Jamsrandorj , Hoang Nguyen , Kyung-Ryoul Mun , Jinwook Kim
Dronaquatics: Real-time Swimming Analytics Using Drone Captured Imagery	Thu Tran , Harold Abraham Joseph , Kichang Lee , Kenny Choo , Dong Ma , Shaohui Foong , Thivya Kandappu , Jeonggil Ko , Rajesh Balan
Clear Sights on Site: A Spatial-Adaptive Channel Network for Deblurring Construction Site Images	Bonyani , Maryam Soleymani , Chao Wang
SynPlay: Large-Scale Synthetic Human Data with Real-World Diversity for Aerial-View Perception	Jinsub Yim , Hyungtae Lee , Sungmin Eum , Yi-Ting Shen , Yan Zhang , Heesung Kwon , Shuvra Bhattacharyya
Beyond Paired Data: Self-Supervised UAV Geo-Localization from Reference Imagery Alone	Tristan Amadei , Enric Meinhardt-Llopis , Benedicte Bascle , Corentin ABGRALL , Gabriele Facciolo
Illuminating Darkness: Learning to Enhance Low-light Images In-the-Wild	S Sharif , Abdur Rehman , Zain Abidin , Fayaz Ali , Radu Timofte , Rizwan Naqvi
VideoSketcher: A Training-Free Approach for Coherent Video Sketch Transfer	Huining Li , Bangzhen Liu , Rui Yang , Yang Zhou , Chenshu Xu , Xufang PANG , Shengfeng He
Crash2DocAI: Automated Integration of Post-Crash Car Part Images into Technical Reports	Václav Diviš , Jessica Giovagnola , Khalil Ben Chikha , Marek Hrúz
TacticalCalib: End-to-End 6-DoF Camera Pose Regression for Tactical Camera Calibration	Liang Fan , Xiaoqian Liu , Zhi Chen , Lingkai Yang
Joint Modeling of Corruption-Driven and Information-Limited Uncertainty for Robust 3D Gaussian Splatting	Zeji Hui , Amirali Khodadadian Gostar , WeiQin Chuah , Alireza Bab-Hadiashar , Ruwan Tennakoon
No MoCap Needed: Post-Training Motion Diffusion Models with Reinforcement Learning using Only Textual Prompts	Girolamo Macaluso , Lorenzo Mandelli , Mirko Bicchierai , Stefano Berretti , Andrew Bagdanov
Revisiting Layer Normalization for Point Cloud Test Time Adaptation	Moslem Yazdanpanah , Ali Bahri , Mehrdad Noori , Sahar Dastani , Samuel Barbeau , David OSOWIECHI , Gustavo Vargas Hakim , Ismail Ayed , Christian Desrosiers
T2LF: LLM-Guided Multimodal Diffusion for Text-to-Light Field Synthesis	Soyoung Yoon , Namhyuk Ahn , In Kyu Park
SENCA-st: Integrating Spatial Transcriptomics and Histopathology with Cross Attention Shared Encoder for Region Identification in Cancer Pathology	Shanaka Liyanaarachchi , Chathurya Wijethunga , Shihab Ahamed , Akthas Absar , Ranga Rodrigo
LogicCBMs: Logic-Enhanced Concept-Based Learning	Deepika Vemuri , Gautham Bellamkonda , Aditya Pola , Vineeth Balasubramanian
SurgXBench: Explainable Vision-Language Model Benchmark for Surgery	Jiajun Cheng , Xianwu Zhao , Sainan Liu , Xiaofan Yu , Ravi Prakash , Patrick Codd , Jonathan Katz , Shan Lin
Deep Image Decomposition for Medical Imaging Anonymization and Curation	Yael Elkin , Gal Arie , Tammy Raviv Raviv
CountingDINO: A Training-free Pipeline for Class-Agnostic Counting using Unsupervised Backbones	Giacomo Pacini , Lorenzo Bianchi , Luca Ciampi , Nicola Messina , Giuseppe Amato , Fabrizio Falchi
Personalized Image Privacy Advisors via Federated Daisy-Chaining	Sourasekhar Banerjee , Vengateswaran Subramaniam , Debaditya Roy , Vigneshwaran Subbaraju , Monowar Bhuyan
Reciprocal Teaching: Dynamic Multi-Model Teacher-Student Learning for Multiple Noisy Annotations	Wenjie Ai , Cuong Nguyen , Adrian Hilton , Gustavo Carneiro
WWE-UIE: A Wavelet & White Balance Efficient Network for Underwater Image Enhancement	Ching-Heng Cheng , Jen-Wei Lee , Chia-Ming Lee , Chih-Chung Hsu
CLIP’s Visual Embedding Projector is a Few-shot Cornucopia	Mohammad Fahes , Tuan-Hung VU , Andrei Bursuc , Patrick Perez , Raoul de Charette
SFMNet: Sparse Focal Modulation for 3D Object Detection	Oren Shrout , Ayellet Tal
UltraClean: A Simple Framework to Train Robust Neural Networks against Backdoor Attacks	Bingyin Zhao , Yingjie Lao
LangPose: Language-Aligned Motion for Robust 3D Human Pose Estimation	Longyun Liao , Rong Zheng
Restora-Flow: Mask-Guided Image Restoration with Flow Matching	Arnela Hadzic , Franz Thaler , Lea Bogensperger , Simon Johannes Joham , Martin Urschler
RegionAligner: Bridging Ego-Exo Views for Object Correspondence via Unified Text-Visual Learning	Yuhao Su , Ehsan Elhamifar
Scalable Video Action Anticipation with Cross Linear Attentive Memory	Zeyun Zhong , Manuel Martin , David Schneider , David Lerch , Chengzhi Wu , Frederik Diederichs , Juergen Gall , Jürgen Beyerer
Learning Compact Video Representations for Efficient Long-form Video Understanding in Large Multimodal Models	Yuxiao Chen , Jue Wang , Zhikang Zhang , Jingru Yi , Xu Zhang , Yang Zou , Zhaowei Cai , Jianbo Yuan , Xinyu Li , Hao Yang , Davide Modolo
CSF-Net: Context-Semantic Fusion Network for Large Mask Inpainting	Chae-Yeon Heo , Yeong-Jun Cho
ChartQA-X: Generating Explanations for Visual Chart Reasoning	Shamanthak Hegde , Pooyan Fazli , Hasti Seifi
AnyBald: Toward Realistic Diffusion-Based Hair Removal In-The-Wild	Yongjun Choi , Seungoh Han , Soomin Kim , Sumin Son , Mohsen Rohani , Edgar Maucourant , Dongbo Min , Kyungdon Joo
FAE-Net: Fashion Attribute Editing via Disentangled Latent Conditioning in Diffusion Models	Parvatam Rajith Bhargav , Gaurab Bhattacharya , Vivek B S , Jayavardhana Gubbi
NRGMark: Localized Watermarking for Energy Transparency in Images	Shruti Agarwal , Élie Michel , Vishal Asnani , Tania Mathern , John Collomosse
ACuRE: Accurate Continuity-Regularized SpO2 Estimation Using Liquid Time-Constant Networks	Shahzad Ahmad , DR. MISHRA , Sania Bano , Sukalpa Chanda , Yogesh Rawat
F-ViTA: Foundation Model Guided Visible to Infrared Translation	Jay Paranjape , Celso de Melo , Vishal Patel
Graph Query Networks for Object Detection with Automotive Radar	Loveneet Saini , Hasan Tercan , Tobias Meisen
Multi-Grained Text-Guided Image Fusion for Multi-Exposure and Multi-Focus Scenarios	Mingwei Tang , Jiahao Nie , Guang Yang , Ziqing Cui , Jie Li
Neural Geometry Image-Based Representations with Optimal Transport (OT)	Xiang Gao , Yuanpeng Liu , Jiazhi Li , Xinmu Wang , Minghao Guo , Yu Guo , Xiyun Song , Heather Yu , Zhiqiang Lao , David Gu
LENVIZ: A High-Resolution Low-Exposure Night Vision Benchmark Dataset	Manjushree Aithal , Rosaura VidalMata , Manikandtan Kartha , Gong Chen , Eashan Adhikarla , Lucas Kirsten , Zhicheng Fu , Nikhil Madhusudhana , Joseph Nasti
DICE: Discrete Inversion Enabling Controllable Editing for Masked Generative Models	Sen Zhang , Quan Dao , Ligong Han , Song Wen , Minhao Bai , Di Liu , Han Zhang , Felix Juefei-Xu , Chaowei Tan , Bo Liu , Martin Min , Kang Li , Faez Ahmed , Akash Srivastava , Hongdong Li , Junzhou Huang , Dimitri Metaxas
High-Level Semantics and Low-Level Features Fusion for Multi-Scale Object Detection in Dynamic Construction Environments	Bonyani , Maryam Soleymani , Chao Wang
FB-4D: Spatial-Temporal Coherent Dynamic 3D Content Generation with Feature Banks	Jinwei Li , Huan-ang Gao , Wenyi Li , Haohan Chi , Chenyu Liu , Chenxi Du , Yiqian Liu , Mingju Gao , Guiyu Zhang , Zongzheng Zhang , Li Yi , Yao Yao , Jingwei Zhao , Hongyang Li , Yikai Wang , Hao Zhao
FocalComm: Hard Instance-Aware Multi-Agent Perception	Dereje Shenkut , Vijayakumar Bhagavatula
F-INR: Functional Tensor Decomposition for Implicit Neural Representations	Sai Karthikeya Vemuri , Tim Büchner , Joachim Denzler
Meta-YOLO: Metadata-Guided Real-Time Object Detector in Aerial Imagery	Deukryeol Yoon , Seonghak KIM , Young Hwa Sung , Jinho Jung
Understanding Human-Like Biases in VLMs via Subjective Face Analytics	Chaitanya Roygaga , Aparna Bharati
Integrating Multi-scale and Multi-filtration Topological Features for Medical Image Classification	Pengfei Gu , Huimin Li , Haoteng Tang , Dongkuan Xu , Erik Enriquez , Dongchul Kim , Bin Fu , Danny Chen
PEaRL: Pathway-Enhanced Representation Learning for Gene and Pathway Expression Prediction from Histology	Sejuti Majumder , Saarthak Kapse , Moinak Bhattacharya , Xuan Xu , Alisa Yurovsky , Prateek Prasanna
VectorSynth: Fine-Grained Satellite Image Synthesis with Structured Semantics	Daniel Cher , Brian Wei , Srikumar Sastry , Nathan Jacobs
Feature Inversion as a Lens on Vision Encoders	Eduard Allakhverdov , Dmitrii Tarasov , Elizaveta Goncharova , Andrei Kuznetsov
SAIL: Self-supervised Learning of Lighting-Invariant Representations from Real Images with Latent Diffusion	Hala Djeghim , Céline Loscos , Désiré Sidibé
Stroke Modeling Enables Vectorized Character Generation with Large Vectorized Glyph Model	Xinyue Zhang , Haolong Li , Jiawei Ma , Chen Ye
CaRS: A Causal Intervention Segmentation Framework and Benchmark Dataset for Autonomous Driving under Transitional Weather Conditions	Madhavi Kondapally , Naveen Kumar K , C Mohan , Sobhan Babu
DirectDrag: High-Fidelity, Mask-Free, Prompt-Free Drag-based Image Editing via Readout-Guided Feature Alignment	Sheng-Hao Liao , Shang-Fu Chen , Tai-Ming Huang , Wen-Huang Cheng , Kailung Hua
DMS2F-HAD: A Dual-branch Mamba-based Spatial–Spectral Fusion Network for Hyperspectral Anomaly Detection	Aayushma Pant , Lakpa Tamang , Tsz-Kwan Lee , Sunil Aryal
MANTA: Physics-Informed Generalized Underwater Object Tracking	Suhas Srinath , Hemang Jamadagni , Aditya Chandrasekar , Prathosh AP
EVTP-IVS: Effective Visual Token Pruning For Unifying Instruction Visual Segmentation In Multi-Modal Large Language Models	Wenhui Zhu , Xiwen Chen , Zhipeng Wang , Shao Tang , Sayan Ghosh , XUANZHAO DONG , Rajat Koner , Yalin Wang
A Fast, Simple, and Flexible Scale Informative Feature Transform Module for Arbitrary Scale Image Super-Resolution	Aupendu Kar , Prabir Biswas
Decoupling Shape and Texture in SAM-2 via Controlled Texture Replacement	Inbal Cohen , Boaz Meivar , Peihan Tu , Shai Avidan , Gal Oren
DCText: Scheduled Attention Masking for Visual Text Generation via Divide-and-Conquer Strategy	Jaewoo Song , Jooyoung Choi , Kanghyun Baek , Sangyub Lee , Daemin Park , Sungroh Yoon
Visual Detector Compression via Location-Aware Discriminant Analysis	Qizhen Lan , Jung Choi Choi , Qing Tian
ImageNet-sES: A First Systematic Study of Sensor–Environment Simulation Anchored by Real Recaptures	Ji-yoon Kim , Eunsu Baek , Hyung-Sin Kim
Cross-Modal Event Encoder: Bridging Image–Text Knowledge to Event Streams	SungHeon Jeong , Hanning Chen , Sanggeon Yun , Suhyeon Cho , Wenjun Huang , Xiangjian Liu , Mohsen Imani
Exploring Automated Recognition of Instructional Activity and Discourse from Multimodal Classroom Data	Ivo Bueno , Ruikun Hou , Babette Bühler , Tim Fütterer , James Drimalla , Jonathan Foster , Peter Youngs , Peter Gerjets , Ulrich Trautwein , Enkelejda Kasneci
WSSSP-Net: Weakly Supervised Semantic Segmentation Plugin Network for Face Anti-Spoofing	Krzysztof Galus , Piotr Syga , Piotr Kawa
NAPP: Noise-Adaptive Prototype Perturbation for Few-Shot Learning	Il Kim , Sang Yun , Dongheon Lee , Seong Kim Kim , Joonki Paik
Being Positive about Negative Queries: Exclusion Aware Multimodal Retrieval using Disentangled Representations	Prachi Jha , Sumit Bhatia , Srikanta Bedathur
PredMapNet: Future and Historical Reasoning for Consistent Online HD Vectorized Map Construction	Bo Lang , Nirav Savaliya , Zhihao Zheng , Jinglun Feng , Zheng-Hang Yeh , Mooi Choo Chuah
Shift-Equivariant Complex-Valued Convolutional Neural Networks	Quentin Gabot , Teck-Yian Lim , Jeremy Fix , Joana Frontera-Pons , Chengfang Ren , Jean-Philippe Ovarlez
Pointmap-Conditioned Diffusion for Consistent Novel View Synthesis	Thang-Anh-Quan Nguyen , Laurent Caraffa , Jean-Philippe Tarel , Roland Brémond
ExDDV: A New Dataset for Explainable Deepfake Detection  in Video	Vlad Hondru , Eduard Hogea , Darian Onchis , Radu Ionescu
SCORE: Soft Label Compression-Centric Dataset Condensation via Coding Rate Optimization	Bowen Yuan , Yuxia Fu , Zijian Wang , Yadan Luo , Zi Huang
Inpainting of Sparse Depth Maps from Monocular Depth-from-Focus on Pixel Processor Arrays	Maciej Lewandowski , Piotr Dudek
MDUNet: Multimodal Decoding UNet for Passive Occluder-Aided Non-line-of-sight 3D Imaging	Fadlullah Raji , John Murray-Bruce
One Model, Many Behaviors: Training-Induced Effects on Out-of-Distribution Detection	Gerhard Krumpl , Henning Avenhaus , Horst Possegger
Imitating the Functionality of Image-to-Image Models Using a Single Example	Nurit Spingarn , Tomer Michaeli
NavMapFusion: Diffusion-based Fusion of Navigation Maps for Online Vectorized HD Map Construction	Thomas Monninger , Zihan Zhang , Steffen Staab , Sihao Ding
RobustFormer: Noise-Robust Pre-training for Images and Videos	Ashish Bastola , Nishant Luitel , Hao Wang , Danda Pani Paudel , Roshni Poudel , Abolfazl Razi
Direct Visual Grounding by Directing Attention of Visual Tokens	Parsa Esmaeilkhani , Longin Jan Latecki
Rethinking Real Image Editing: Unleashing Diverse Editing Operators via Multi-Objective Optimization	Siyuan Wang , Xi Yang , Zihao Zhou , Huiru Shao , Rui Zhang , Qiufeng Wang , Guangliang Cheng , Kaizhu Huang
SpecGen: Neural Spectral BRDF Generation via Spectral-Spatial Tri-plane Aggregation	Jin Zhenyu , Wenjie Li , Zhanyu Ma , Heng Guo
Surgical Gaussian Surfels: Highly Accurate Real-time Surgical Scene Rendering using Gaussian Surfels	Idris Sunmola , Zhenjun Zhao , Samuel Schmidgall , Yumeng Wang , Paul Maria Scheikl , Viet Pham , Axel Krieger
Spec-Gloss Surfels and Normal–Diffuse Priors for Relightable Glossy Objects	Georgios Kouros , Minye Wu , Tinne Tuytelaars
SCATR: Mitigating New Instance Suppression in LiDAR-based Tracking-by-Attention via Second Chance Assignment and Track Query Dropout	Brian Cheong , Letian Wang , Sandro Papais , Steven Waslander
VFace: A Training-Free Approach for Diffusion-Based Video Face Swapping	Sanoojan Baliah , Yohan Abeysinghe , Rusiru Thushara , Khan Muhammad , Abhinav Dhall , Karthik Nandakumar , Muhammad Haris Khan
SegMango: Early Deep Mango Yield Prediction based on Flower Segmentation and Weather Data	Janaksinh Ven , Charu Sharma , Azeemuddin Syed
Diagnose Like A REAL Pathologist: An Uncertainty-Focused Approach for Trustworthy Multi-Resolution Multiple Instance Learning	Sungrae Hong , Sol Lee , Jisu Shin , Jiwon Jeong , Mun Yi
Isolating the Role of Temporal Information in Video Saliency: A Controlled Experimental Analysis	Peter El-Jiz , Matthias Kuemmerer , Matthias Tangemann , Matthias Bethge , Andreas Bartels , Michael Bannert
Safe Vision-Language Models via Unsafe Weights Manipulation	Moreno D'Incà , Elia Peruzzo , Xingqian Xu , Humphrey Shi , Nicu Sebe , Massimiliano Mancini
